venue_id,slug,venue_name,alternate_names,venue_type,claim_status,listing_status,is_verified,country,region,city,area,full_address,postal_code,latitude,longitude,google_maps_url,directions_short,phone_primary,phone_secondary,email,website_url,facebook_url,instagram_url,viber_url,reclub_url,external_booking_url,external_booking_provider,court_count,indoor_outdoor,covered_uncovered,surface_type,has_dedicated_lines,has_permanent_nets,has_open_play,has_coaching,has_court_rental,is_beginner_friendly,allows_walkins,amenity_air_conditioning,amenity_tournament_lighting,amenity_parking,amenity_showers,amenity_lockers,amenity_seating_area,amenity_water_refill,amenity_cafe_food,amenity_paddle_rental,amenity_pro_shop,amenity_wifi,amenity_covered_terrace,price_from_amount,price_from_unit,price_from_label,additional_rates,pricing_currency,pricing_notes,pricing_last_verified_at,hours_monday_open,hours_monday_close,hours_monday_note,hours_tuesday_open,hours_tuesday_close,hours_tuesday_note,hours_wednesday_open,hours_wednesday_close,hours_wednesday_note,hours_thursday_open,hours_thursday_close,hours_thursday_note,hours_friday_open,hours_friday_close,hours_friday_note,hours_saturday_open,hours_saturday_close,hours_saturday_note,hours_sunday_open,hours_sunday_close,hours_sunday_note,hours_timezone,hours_last_verified_at,custom_tagline,custom_highlights,custom_caveats,editorial_note,main_image_url,gallery_image_urls,image_credits,source_urls,data_completeness,data_quality_notes,last_verified_at,primary_pricing_model,booking_slot_minutes,booking_advance_window_days,accepts_walk_ins,pricing_blocks_last_verified_at
ph-pickleball-elites-sports-center-cavite,pickleball-elites-sports-center,PICKLEBALL ELITES SPORTS CENTER,Pickleball Elites Sports Center,multi_sport_venue,unclaimed,published,FALSE,Philippines,,Cavite,Indang,"248 San Gregorio St, Indang, Cavite",,,,https://maps.google.com/?q=Pickleball+Elites+Sports+Center+Indang,,0919-382-3003,,,,https://www.facebook.com/profile.php?id=61586051196938,https://www.instagram.com/pbelites_sc?igsh=MTMwd3o0MXd0NnVxcg%3D%3D&fbclid=IwY2xjawRTGAVleHRuA2FlbQIxMABicmlkETFpMkFvNEtybVltRW1XTEREc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgEQBx-G03aPkKN-NQEx_87QUcPXnbPWfh4h74qgOB6jiiN_qRFYtzfifQxB_aem_ugRzQuice_Pc1q6FI2Vqrg,,,,,,indoor,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly,,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,Asia/Manila,,24/7 pickleball venue in Indang,24/7 access,Limited reviews,,https://drive.google.com/file/d/1SwYJpr5zW35wyVGwGrR0VOV9MxYI3En2/view?usp=drive_link,https://drive.google.com/file/d/1czad58KRgJtxvxCZ5TjtcdytelQvU2HY/view?usp=drive_link|https://drive.google.com/file/d/1H2y0KqH5KZIAGgS3JOSxkdfcKEzCtQ6N/view?usp=drive_link,,,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-dasmarinas-pickleball-cavite,dasmarinas-pickleball,Dasmarinas Pickleball,Dasma Pickleball,community_court,unclaimed,published,FALSE,Philippines,,Cavite,Dasmariñas,"San Agustin II, Dasmariñas, Cavite",,,,https://maps.google.com/?q=Dasmarinas+Pickleball+Cavite,,0966-642-2811,,,,https://www.facebook.com/DasmarinasPickleball,,,,,,3,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Play,,PHP,Fee required but exact amount not listed publicly,,,,,,,,,,,,,,06:00,21:00,,,,,06:00,21:00,,Asia/Manila,,Popular Dasma community court,Active community,Outdoor/weather dependent,Popular outdoor community pickleball venue,,,,https://www.pickleheads.com/courts/ph/calabarzon/dasmarinas/dasmarinas-pickleball|https://www.pickleheads.com/courts/ph/calabarzon/dasmarinas/dasmarinas-pickleball,needs_review,missing main image | missing price | Saturday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-dink-drive-pickleball-cavite,dink-drive-pickleball,Dink & Drive Pickleball,Dink & Drive Pickleball,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Cavite,Silang,"Aguinaldo Hwy, Silang, Cavite",,,,https://maps.google.com/?q=Dink+and+Drive+Pickleball+Silang,,0962-084-1749,,,,https://www.facebook.com/957265640797699,,,,,,,,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Silang pickleball venue on Aguinaldo Hwy,Highly rated new venue,Limited public detail,,https://drive.google.com/file/d/1fd01qCrA_4F8sjRLWWWy5s98WNXl6ID6/view?usp=drive_link,https://drive.google.com/file/d/1WyMu6E1Qa-h15Q98c3MYu3lEwTOw2I2Z/view?usp=drive_link|https://drive.google.com/file/d/1Y8PLq-cRsBX4uHcB5M5cdO4hvC2Ri3Sl/view?usp=drive_link|https://drive.google.com/file/d/18_Sclhl-aycEM0NEOUoXHEGozXdVjwcx/view?usp=drive_link,,https://www.facebook.com/957265640797699,needs_review,missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-hideout-pickleball-court-cavite,hideout-pickleball-court,Hideout Pickleball Court,Hideout Pickleball Court,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Cavite,Silang,"Kalubkob, Silang, Cavite",,,,https://maps.google.com/?q=Hideout+Pickleball+Court+Silang,,0965-753-3819,,,,,,,,,,,,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,See IG for latest rates/open play/court rental schedule,,07:00,01:00,,07:00,01:00,,07:00,01:00,,07:00,01:00,,07:00,01:00,,07:00,01:00,,07:00,01:00,,Asia/Manila,,Silang pickleball venue with long hours,Long operating hours,Limited public specs,,https://drive.google.com/file/d/1zeMOr6DdjQZkmvV26rF2fsX83xGKfvvX/view?usp=drive_link,https://drive.google.com/file/d/14SI_w8QTsbMIdXxVB3ifqUbS6im5JUwp/view?usp=drive_link,,https://www.instagram.com/p/DWBogy7kftY/,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-pickle-play-cavite,pickle-play,Pickle Play,Pickle Play,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Cavite,Amadeo / Banaybanay,"Crisanto M. de los Reyes Ave., Banaybanay, Amadeo, Cavite",,,,https://maps.google.com/?q=Pickle+Play+Amadeo+Cavite,,0927-355-8909,,pickleplayph@gmail.com,http://facebook.com/pickleplayph,http://facebook.com/pickleplayph,,,,https://reclub.co/clubs/@pickle-play-2,reclub,4,indoor,covered,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,,,Open Play Promo / Court Rental,,PHP,Soft opening open plays were free; intro court rental posted at ₱300/hr,2026-05-14,07:00,23:30,Based on session schedule pattern,07:00,23:30,Inferred from daily session pattern; no explicit Tuesday listing seen,07:00,23:30,Inferred from daily session pattern; no explicit Wednesday listing seen,07:00,23:30,Inferred from daily session pattern; no explicit Thursday listing seen,07:00,23:30,Confirmed via Reclub listings,07:00,23:30,Confirmed via Reclub listings,07:00,23:30,Confirmed via Reclub listings,Asia/Manila,,Strong Amadeo pickleball venue,Highly rated|4 courts,Limited pricing stability,,https://drive.google.com/file/d/1ZHosY8Bg6bLsm8YTLCruQcaZf5D3cduY/view?usp=drive_link,https://drive.google.com/file/d/18nSZ2kcZkIzKjFEihaGMk1f4lxCbaiPn/view?usp=drive_link|https://drive.google.com/file/d/1wpJOgEw3u_OW0tQU93yoJYoSri2Nt91-/view?usp=drive_link|https://drive.google.com/file/d/1MaJMuPaYEFZa-j9uzHD53q3BLYN-a7_h/view?usp=drive_link,,https://kudoscourts.ph/venues/pickle-play|https://www.facebook.com/pickleplayph/,needs_review,missing price,2026-05-14,session_per_player,,,unknown,
ph-amadea-resort-and-pickleball-cavite,amadea-resort-and-pickleball,Amadea Resort and Pickleball,Amadea Resort and Pickleball,resort,unclaimed,published,FALSE,Philippines,,Cavite,Amadeo,"Barangay 12, Amadeo, Cavite",,,,https://maps.google.com/?q=Amadea+Resort+and+Pickleball+Amadeo,,0919-090-8859,,,,https://www.facebook.com/AmadeaResortandPickleball,,,,,,,outdoor,uncovered,unknown,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,100,,Per Head / Court Rental,,PHP,Posted rates vary by time slot and promo; weekdays per head also advertised,,08:00,22:00,,08:00,22:00,,08:00,22:00,,08:00,22:00,,08:00,22:00,,08:00,22:00,,08:00,22:00,,Asia/Manila,,Resort pickleball venue in Amadeo,Resort vibe,Reservation likely needed,,https://drive.google.com/file/d/14D_X2tY_VChT4U4UVzDt-rnVGjdbjJtQ/view?usp=drive_link,https://drive.google.com/file/d/1dHZ5cj-qlpi22doN9PyA6P68A8dUJgrJ/view?usp=drive_link|https://drive.google.com/file/d/1H2wgAGRpjjQnsh3rwV3NrR_QBXKVOBfZ/view?usp=drive_link|https://drive.google.com/file/d/1hFumADu_e-gJlqxf8h8CPROpXlCMNlMc/view?usp=drive_link,,https://www.facebook.com/AmadeaResortandPickleball,complete,missing court count | no official website listed,,session_per_player,,,unknown,
ph-whitewoods-pickleball-club-cavite,whitewoods-pickleball-club,Whitewoods Pickleball Club,Whitewoods,community_court,unclaimed,published,FALSE,Philippines,,Cavite,Silang,"Puting Kahoy, Silang, Cavite",,,,https://maps.google.com/?q=Whitewoods+Pickleball+Club+Silang,,0917 130 2053,,sales.ota@whitewoods.com,,https://www.facebook.com/profile.php?id=61587255608680,,,,,,,indoor,covered,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,150,,Per Player,,PHP,Community post notes ₱50 entrance fee may apply,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Affordable Silang pickleball option,Affordable rates,Community-managed,Community-run pickleball venue in Silang,https://drive.google.com/file/d/14ny_XF9BhGP3ya1ZS_MYl4QB4OrZyxPl/view?usp=drive_link,https://drive.google.com/file/d/1-2OypK73x9mPyKA4EOmobH-HotZR5Zs4/view?usp=drive_link,,https://www.facebook.com/61587255608680/posts/whitewoods-pickleball-club-soft-openingputing-kahoy-silang-cavite-sunday-feb-22-/122107929831241853/,needs_review,missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-sunny-sideout-pickleball-court-cavite,sunny-sideout-pickleball-court,Sunny Sideout - Pickleball Court,Sunny Sideout,community_court,unclaimed,published,FALSE,Philippines,,Cavite,Imus / Alapan,"Yspacio Creative Park / MEV Clubhouse Pickleball Court, Alapan, Imus, Cavite",,,,https://maps.google.com/?q=Sunny+Sideout+Imus+Cavite,,0976 286 2193,,,,https://www.facebook.com/profile.php?id=61576201659528,,,https://reclub.co/clubs/@sunny-sideout,,,,,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,,PHP,Organizer pricing varies by activity,,,,,,,,,,6:00 PM open play,,,,,,,,,4:00 PM or 6:00 PM activities,,,6:00 PM open play,Asia/Manila,,Imus pickleball community venue,Active community,Limited structured public data,Active community pickleball venue in Imus,https://drive.google.com/file/d/1g5OyBIv6vH-qEtPV2FJs6X9gKDIl6D57/view?usp=drive_link,https://drive.google.com/file/d/1meF3fZknX9ZqIXcXifGT5wuAmZ1Gprc6/view?usp=drive_link,,https://reclub.co/clubs/@sunny-sideout,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-sm-center-antipolo-downtown-antipolo,sm-center-antipolo-downtown,SM Center Antipolo Downtown,SM Active Hub Pickleball,mall_venue,unclaimed,published,FALSE,Philippines,,Antipolo,Lower Antipolo / Marcos Highway,"SM Center Antipolo Downtown, Marcos Hwy, Antipolo, Rizal",,,,https://maps.google.com/?q=SM+Center+Antipolo+Downtown,,9175422624,,,www.smsupermalls.com,https://www.facebook.com/SMCenterAntipoloDowntown/,,,,,,3,indoor,covered,wood,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,150,,Per Player,,PHP,One-time play fee per Pickleheads,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,22:00,,10:00,22:00,,Asia/Manila,,Most accessible commercial Antipolo venue,Accessible mall location,Can get busy / booking needed,,https://drive.google.com/file/d/1scvs9qC9_qCX2_FME2zVwN3GHPTETxdR/view?usp=drive_link,https://drive.google.com/file/d/1squdonWp3Dqa8nMXVw-LNiPNFaI-NGCs/view?usp=drive_link|https://drive.google.com/file/d/1hP6S5w1UAMYY8qY7JIRCMv682-mldk06/view?usp=drive_link,,https://www.pickleheads.com/courts/ph/calabarzon/antipolo/sm-center-antipolo-downtown|https://www.facebook.com/SMCenterAntipoloDowntown/|https://www.pickleheads.com/courts/ph/calabarzon/antipolo/sm-center-antipolo-downtown,complete,,,session_per_player,,,unknown,
ph-kingsville-hills-pickleball-club-antipolo,kingsville-hills-pickleball-club,Kingsville Hills Pickleball Club,Kingsville Hills PC,community_court,unclaimed,published,FALSE,Philippines,,Antipolo,Kingsville Hills Subdivision,"Kingsville Hills Subdivision, Antipolo, Rizal",,,,https://maps.google.com/?q=Kingsville+Hills+Pickleball+Club+Antipolo,,0998-558-9948,,,,,,,,,,2,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,75,,Per Player,,PHP,One-time fee per Pickleheads,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Established Antipolo subdivision pickleball club,Affordable|active club,Subdivision/community based,,https://drive.google.com/file/d/1itddqCEOlDOS-3HtNANsmpP4or7G1x65/view?usp=drive_link,,,https://www.pickleheads.com/courts/ph/calabarzon/antipolo/kingsville-hills-pickleball-club|https://www.facebook.com/groups/1173181106426234/|https://www.pickleheads.com/courts/ph/calabarzon/antipolo/kingsville-hills-pickleball-club,complete,Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-sun-valley-estates-badminton-courts-antipolo,sun-valley-estates-badminton-courts,Sun Valley Estates Badminton Courts,Sun Valley Pickleball,multi_sport_venue,unclaimed,published,FALSE,Philippines,,Antipolo,Sun Valley Estates,"Sun Valley Estates, Antipolo, Rizal",,,,https://maps.google.com/?q=Sun+Valley+Estates+Badminton+Courts+Antipolo,,9182988552,,,,https://www.facebook.com/groups/404526226000904,,,,,,1,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,200,,Shared Court Fee,,PHP,Shared fee per Pickleheads,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Indoor Antipolo pickleball option,Indoor setup,Only 1 court,,https://drive.google.com/file/d/1o5OWUJLn5g42tX4x6JLG39iM7pDXXCAe/view?usp=drive_link,,,https://www.pickleheads.com/courts/ph/calabarzon/antipolo/sun-valley-estates-badminton-courts|https://www.pickleheads.com/courts/ph/calabarzon/antipolo/sun-valley-estates-badminton-courts,complete,Saturday hours unknown | Sunday hours unknown | no official website listed,,entry_fee,,,unknown,
ph-tru-grit-pickleball-court-antipolo,tru-grit-pickleball-court,Tru Grit Pickleball Court,Tru Grit,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Antipolo,Vista Mall Area,"Vista Mall Antipolo, Manuel L. Quezon Ext, Antipolo, Rizal",,,,https://maps.google.com/?q=Vista+Mall+Antipolo+Pickleball,,0956 752 0001,,,,https://www.facebook.com/profile.php?id=61580698541188,,,https://reclub.co/clubs/@tru-grit-pickleball-club,https://reclub.co/clubs/@tru-grit-pickleball-club,reclub,,indoor,covered,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,Asia/Manila,,Newer dedicated Antipolo pickleball venue,New dedicated venue,Limited public info,,https://drive.google.com/file/d/1IWXWPkgoXaLPfyPebiKh8IXUKhvbjS3B/view?usp=drive_link,https://drive.google.com/file/d/1DsV7ZL6-gJslUVK2-LWzGxYQ3Hg3Q5Sj/view?usp=drive_link,,,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-nspc-pickleball-courts-antipolo,nspc-pickleball-courts,NSPC - Pickleball Courts,NSPC Pickleball,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Antipolo,Antipolo Proper,"H59J+MMC, Antipolo, Rizal",,,,https://maps.google.com/?q=NSPC+Pickleball+Courts+Antipolo,,,,,,,,,,,,,,,unknown,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Verified Antipolo pickleball courts,Highly rated,Limited public details,,https://drive.google.com/file/d/1x7HmjwAtGb9rwT-4syh61zlgdX8DpuIL/view?usp=sharing,,,,needs_review,missing price | missing contact/social | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-mission-hills-pickleball-club-antipolo,mission-hills-pickleball-club,Mission Hills Pickleball Club,MHPC,community_court,unclaimed,published,FALSE,Philippines,,Antipolo,Mission Hills / San Roque,"San Roque, Antipolo, Rizal",,,,https://maps.google.com/?q=Mission+Hills+Pickleball+Club+Antipolo,,284774800,,,,https://www.facebook.com/p/Mission-Hills-Pickleball-Club-61552624460619/,,,,,,,,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,,PHP,Check organizer,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Neighborhood pickleball club in Antipolo,Active subdivision club,Limited structured data,Subdivision/community pickleball club in Mission Hills,https://drive.google.com/file/d/1wNQz5lj4UEP1WjX6boDxJK5H4qfMIY9d/view?usp=drive_link,https://drive.google.com/file/d/1EmigpKW0FkOMK8JdqAM9um7Zhum3OIWP/view?usp=drive_link|https://drive.google.com/file/d/1mPLusX-u1ZPdri491o2O1kT7yz-8OZeO/view?usp=drive_link,,https://www.facebook.com/p/Mission-Hills-Pickleball-Club-61552624460619/,needs_review,missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,unknown,,,unknown,
ph-smash-and-brew-pickleball-club-antipolo,smash-and-brew-pickleball-club,Smash and Brew Pickleball Club,Smash and Brew,community_court,unclaimed,published,FALSE,Philippines,,Antipolo,Lower Antipolo,"Lower Antipolo, Rizal",,,,https://maps.google.com/?q=Smash+and+Brew+Lounge+Antipolo,,9761030931,,,,https://www.facebook.com/profile.php?id=61558665112792,,,,,,,indoor,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Event Based,,PHP,Event pricing varies/ Check fb for availability,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Popular beginner-friendly Antipolo pickleball club,Beginner friendly,Organizer/event based,,,https://drive.google.com/file/d/1V2ZPdqfCYwY2DFpJQA5q82Dmxl-PDqMT/view?usp=drive_link|https://drive.google.com/file/d/1zSbRtZF8604OXPwEkTLjANYZHTBIPjEj/view?usp=drive_link|https://drive.google.com/file/d/15-Jg5kvks-IAEuP6M_y_jJ4UnKQzow7t/view?usp=drive_link,,https://www.facebook.com/profile.php?id=61558665112792,needs_review,missing main image | missing price | missing court count | Saturday hours unknown | Sunday hours unknown | no official website listed,,mixed,,,unknown,
ph-24-7-pickle-mandaluyong-mandaluyong,24-7-pickle-mandaluyong,24/7 Pickle Mandaluyong,24/7 Pickle,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Mandaluyong,Plainview / San Rafael,"362 San Rafael St, Mandaluyong City, Metro Manila",,,,https://maps.google.com/?q=24/7+Pickle+Mandaluyong,,0936-949-0815,,graytechph@gmail.com,,https://www.facebook.com/24.7Pickle.ph/,,,https://reclub.co/clubs/@24-7-pickle-mandaluyong,,,1,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,800,,Per Court / Hour,,PHP,Public booking rate available,,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,Asia/Manila,,Strongest dedicated premium pickleball venue in Mandaluyong,Premium court / dedicated venue,Only 1 court,,https://drive.google.com/file/d/1dpmZrkBMG7G8g_pGe9e_S2HRFZw-ubXV/view?usp=drive_link,https://drive.google.com/file/d/1WZo_PpEvDXaI1ijBi5R3YdRf1VBa5rOx/view?usp=drive_link,,https://www.facebook.com/24.7Pickle.ph/|https://reclub.co/clubs/@24-7-pickle-mandaluyong,complete,no official website listed,,court_hour,,,unknown,
ph-oh-pickleball-court-mandaluyong,oh-pickleball-court,OH! Pickleball Court,OH! Pickleball,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Mandaluyong,Plainview / San Rafael Ext,"16 San Rafael Ext, Plainview, Mandaluyong City, Metro Manila",,,,https://maps.google.com/?q=OH+Pickleball+Court+Mandaluyong,,0920-135-4961,,overhorizon2640@gmail.com,https://ohpc.rezerv.co/appointment-booking,https://www.facebook.com/OHPC2640/,,,https://reclub.co/m/O8DSHU,https://bit.ly/OHPCSchedule,custom,1,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,250,,Per Player Open Play,,PHP,Open play pricing publicly posted,,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,,,Until 5:00 PM,20:00,00:00,,Asia/Manila,,Well-known dedicated pickleball court in Mandaluyong,Strong community / dedicated venue,Only 1 court,,https://drive.google.com/file/d/1b4_E1fCob914HWWiA4DfJr8r9YEXBqa6/view?usp=drive_link,https://drive.google.com/file/d/19l0f4aMUmUXiGz1AL0ysUs9fVSvYSLPK/view?usp=drive_link|https://drive.google.com/file/d/19f3lmHbbXpFs-i-QVreHFFjdyiF646FZ/view?usp=drive_link,,https://ohpc.rezerv.co/appointment-booking|https://www.facebook.com/OHPC2640/,complete,,,session_per_player,,,unknown,
ph-flair-pickleball-club-mandaluyong,flair-pickleball-club,Flair Pickleball Club,Flair PC,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Mandaluyong,Highway Hills / Flair Towers,"Flair Towers, Pines St, Mandaluyong City, Metro Manila",,,,https://maps.google.com/?q=Flair+Pickleball+Club+Mandaluyong,,0919-098-9480,,,,https://www.facebook.com/profile.php?id=61579124643690,,,,,,3,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,One-Time Fee,,PHP,Fee required but amount not publicly listed,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,One of Mandaluyong's strongest community venues,3 full courts / active community,Residential access restrictions,Verified recurring residential/community pickleball venue,https://drive.google.com/file/d/1VIQ-GRPgQX4LgzraMfO8IjROSu6-ziMr/view?usp=drive_link,,,https://www.pickleheads.com/courts/ph/metro-manila/mandaluyong/flair-pickleball-club|https://www.pickleheads.com/courts/ph/metro-manila/mandaluyong/flair-pickleball-club,needs_review,missing price | Saturday hours unknown | Sunday hours unknown | no official website listed,,entry_fee,,,unknown,
ph-kai-multipurpose-hall-mandaluyong,kai-multipurpose-hall,KAI Multipurpose Hall,KAI Hall Pickleball,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Mandaluyong,M. Vicente St Area,"KAI Multipurpose Hall, Mandaluyong City, Metro Manila",,,,https://maps.google.com/?q=KAI+Multipurpose+Hall+Mandaluyong,,0915-788-3807,,kaipickleballclub@gmail.com,,,,,,,,3,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,One-Time Fee,,PHP,Fee required but amount not publicly listed,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,Strong covered pickleball option in Mandaluyong,Covered 3-court venue,Limited public pricing info,,,,,https://www.pickleheads.com/courts/ph/metro-manila/mandaluyong/kai-multipurpose-hall|https://www.pickleheads.com/courts/ph/metro-manila/mandaluyong/kai-multipurpose-hall,needs_review,missing main image | missing price | Saturday hours unknown | Sunday hours unknown | no official website listed,,entry_fee,,,unknown,
ph-malamig-barangay-hall-mandaluyong,malamig-barangay-hall,Malamig Barangay Hall,Cresta Covered Court / Malamig Pickleball Community,community_court,unclaimed,published,FALSE,Philippines,Metro Manila,Mandaluyong,Malamig / Cresta,"555 Cresta, Mandaluyong City, Metro Manila",,,,https://maps.google.com/?q=555+Cresta+Mandaluyong+City,,0976-030-3811,,,,,,,https://reclub.co/m/87OAH5,,,3,outdoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,100,,Per Player,,PHP,Reclub event pricing posted,,,,,16:00,20:00,,,,,,,,,,,,,,,,,Asia/Manila,,Affordable recurring community pickleball in Mandaluyong,Affordable community play,Organizer/event dependent,Verified recurring community pickleball social venue at Malamig Barangay Hall,,,,https://reclub.co/m/87OAH5,partial,missing main image | Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
